guid,title,company,sentiment,content,upvotes,downvotes,parent_themes
681b9cf7293ad62aed52f516,"সর্বোচ্চ ফ্লেক্সিবল, কিন্তু ওয়ার্কলোড হাই",Codemen Solutions Ltd,,"আমিন ভাই, মোর্শেদ ভাই ভালো মানুষ, পূজা আপু, প্লাবন ভাই অনেক কোলাবরেটিভ। প্লাবন ভাই অনেক নলেজেবল পার্সন। ক্যারিয়ার শুরুর জন্য ভালো, তবে লং-টার্মে না থাকাই বেটার।",2,1,
681b9b7a293ad62aed52f402,They are number one fraud,Isbah IT,Negative,"The organization claims to offer client-focused and customized software solutions based on individual requirements. However, they do not have an in-house development team. Instead, they purchase pre-built themes from platforms like CodeCanyon and simply upload them to the server, presenting them as their own work. Additionally, they fail to provide salaries on a regular basis, and their overall behavior and professionalism are severely lacking.",0,0,
681b9a4b293ad62aed52f333,Say no to do job here,Bangladesh Education and Research Institute (BERI),Negative,"Working at BERI feels like being trapped in a cycle of exploitation. The higher-ups smile to your face but sabotage you behind closed doors—they’ll gaslight, blame, and manipulate to hide their own incompetence. The environment is poison: coworkers are too stressed or distrustful to collaborate, and interns get treated like free labor. They’ll dangle promises of growth, only to dump crushing workloads on you with no pay for overtime, no resources, and no support.
Projects are set up to fail. You’re forced to handle tasks meant for entire teams alone, then screamed at when it’s impossible. When things go south (which they always do), you’re the scapegoat. They’ll fire you, trash your reputation, and move on to the next target. It’s not just burnout—it’s systematic abuse.
They break labor laws daily, but nobody cares. You leave feeling used, financially drained, and questioning your worth. Don’t fall for their lies. This place doesn’t just ruin careers—it destroys people.",0,0,
681b9886293ad62aed52f1f2,"They have ""conditional Offer Letter""",HubXpert,Negative,"Even though  you're able to prove your previous experience  still they're gonna ask for documents, and boom you're rejected after getting offer letter. 😂",2,0,
681b96e9293ad62aed52f0ca,"Toxic environment, Full of internal politics 🤮",Pakiza Group,Negative,"তাদের ব্যবস্থাপনা কাঠামো অত্যন্ত দুর্বল এবং অপেশাদার।
শীর্ষ পর্যায় থেকে নিচ পর্যন্ত বেশিরভাগ ব্যবস্থাপক ও সিদ্ধান্তগ্রহণকারী ব্যক্তিরা আধুনিক ব্যবস্থাপনা বা কর্পোরেট কালচারের ন্যূনতম ধারনাটিও রাখেন না। অনেক ক্ষেত্রেই তাদের আচরণ এমন যে তা একজন অশিক্ষিত কর্মীর সাথেও তুলনীয় নয়।
অযোগ্যতা ও অভ্যন্তরীণ রাজনীতি:প্রায় প্রতিটি গুরুত্বপূর্ণ পদে এমন লোক বসানো হয়েছে যাদের দক্ষতা ও যোগ্যতা সেই দায়িত্ব পালনের জন্য যথেষ্ট নয়। বরং তারা নিজেদের পজিশন ধরে রাখার জন্য চরম স্তরের অভ্যন্তরীণ রাজনীতি, গ্রুপিং, অপবাদ ও পেছনে কথা বলার মতো অপেশাদার কৌশল ব্যবহার করে থাকে। যোগ্য এবং মেধাবী কর্মীদের অবমূল্যায়ন করা হয়, এবং বরং চাটুকারিতায় দক্ষ ব্যক্তিরাই বেশি সুযোগ ও মূল্যায়ন পায়।
কর্মপরিবেশ ও মনোভাব:কর্মপরিবেশ বিষাক্ত। আপনি যদি শান্তভাবে কাজ করতে চান, তাহলে এখানে সেটা প্রায় অসম্ভব। আপনাকে প্রতিনিয়ত অনর্থক চাপ, অবিবেচনাপ্রসূত সিদ্ধান্ত এবং অপমানজনক আচরণের মুখোমুখি হতে হবে। কর্মকর্তাদের মধ্যে সহযোগিতার মনোভাবের চেয়ে প্রতিদ্বন্দ্বিতা ও দোষ চাপানোর প্রবণতা বেশি।
মানসিক স্বাস্থ্য:যারা ক্যারিয়ার ও মানসিক স্বাস্থ্যের মাঝে ভারসাম্য রাখতে চান, তাদের জন্য এই প্রতিষ্ঠানটি একদমই উপযুক্ত নয়। এখানে কাজ করলে আপনি ধীরে ধীরে নিজেকে মানসিকভাবে ক্লান্ত, দিশেহারা এবং অনুপ্রাণনাহীন বোধ করবেন।
# যোগ্য লোকদের তুলনায় চাটুকাররাই বেশি প্রাধান্য পায় এইখানে।
If you are getting bored of your life, then you should go there to see how they’re f**k you life.",0,0,
681b93c9373a64c41faa57fa,"Bad HR, Unprofessional Management",Exabyting,Negative,"A new and a small company named Exabyting, probably has one of the worst HR managers ever. I have heard from an employee that they usually don't call anyone for the interview from that application form. It is mainly the reference call. Also, they can't even properly make an application form. When I try apply in the google form, it says that I already responded which I did about 10 months ago or maybe before that. My CV has changed a lot in 10 months, why not update the form? Why are you so busy Mr Senior HR manager? Same happened with many other people. People were saying that in the comment. But the linkedin page admin keep on removing those comments. Those comments were not even bad. They were just informing.
The main culprit is the bearded HR guy, Mohammad Syduzzaman. This Senior HR Manager does not reply to comments, emails, or messages. He seenzoned me and my friend's text messages.
We may not be your employees, but treating candidates with respect tells us a lot about the company management.",1,0,
681b935c373a64c41faa578d,Thinking dev as a personal slave,Codemen Solutions Limited,Negative,"1. PM's are worst employee here. Does not have any technical knowledge yet thinking dev will always support and migrate things in weekend.
2. PM Calls in midnight that they need immediate support yet their favourite dev can easily waste the time and does not meet deadline.
3. Did not appreciate any thing. Even does not QA our task. They always think that if they delivered more faster then they can get appreciate. Then if any bug releases then pm calls and say it just a simple case why need a qa
4. The pm's doesn't have knowledge where to test. Even they say to deploy directly in production without any testing.
****Very risky job for any dev. Don't even join.",1,1,
681b933e373a64c41faa5777,Not a single good thing from this company!,Divine IT Limited,Negative,,2,0,
681b9305373a64c41faa5736,Software Engineer ll,Technext limited,Negative,"They didn’t provide lunch—not even basic evening snacks regularly . Despite claiming their revenue has doubled, employee salaries saw less than a 25% yearly increment. It’s disappointing to see such a mismatch between company growth and how little that success is shared with the people driving it. Morale doesn’t run on profits alone.",2,0,
681b92ec373a64c41faa571f,Excellent work culture,Softzino Technologies,,Excellent work culture. Outstanding management and good salary structure.,1,0,
681b8ffd373a64c41faa5421,Cursing Someone in Particular,DSI,,"His knowledge is surface level at best but he acts like he knows more than a guy with 20 years of experience. Through good relation with the CTO from early in his career helped him gain his protection bubble so that he could climb up the management chain fast after his two separate failures in business. He doesn't let his newly hired underlings learn anything properly, rushes through everything for a quick but lackluster result and treats anyone less experience than him like a not know anything so that he can destroy their self esteem and boost his own. Unfortunate, because he would've been an okay guy if all this management bullshit didn't inflate his fragile ego.
Everyone else in the company is pretty cool tho except for some old seniors who google translate the motivational posts from muslim alpha male tiktokers.
Also not the best place if you wanna learn something or boost your career, but then again, which company in bd is?",10,0,
681b8e49373a64c41faa5276,Treat Employees Like Slave,Valt former Yotech(Sylhet Based),Negative,"Worst Mangment ever they think of employee as germents labour.extra work without pay .sallary cut every month showing bullshit reasons leave system is f**** . No process too much micro mangment alwayes watch on camera . block sites regulary i mean if you visit any site other then the work it will block .blovked chat gpt said chat gpt steal their 😂😂.my gihub was also blocked . they said in job post unlimited tea,coffe and snacks . snckes is biscut only that also not abaliale most time. two cup coffe per day in relaity teo cups only per day more than that you have to pay 😝",4,0,
681b8a8e373a64c41faa4f00,সময় এর কোড্ড(সদ্য) ব্যবহার,Brain Station 23,Negative,"কিছু বুড়া উচ্চ পদ ধারি মনে করে ডেভলপার  ৮ ঘন্টা কোড করবে পারলে খাওয়া দাওয়া, ওয়াসরুম বাদ দিয়ে টানা ৮ ঘন্টা চেয়ারে বসে থাকবে।
কিন্তু তারা কোন কাজের কাজ করবে না শুধু দেখবে কে কি করে।",12,5,
681b89bc373a64c41faa4e4f,Hire interns and fire after some period,Bangladeshi Software,Negative,Fraud company,0,0,
681b87b7373a64c41faa4d18,Corporate Politics,IMBD Agency,Negative,"A very bad culture. Ora upor theke valo but deep inside toxic + Stupid. Mehedi Director, Jubayer Project Manager ei 2jon unprofessional and khub e rude. Ora showoff kore employee friendly but they aren’t actually friendly. Ora force resign koray employee der + client service onk beshi baje..",0,0,
681b86ce373a64c41faa4c7d,Senior QA Automation Engineer,all generation tech (AGT),Negative,"AGT is not a company that directly hires you — they act as a supplier and assign you to another company, which may then assign you to yet another client project. This creates a complicated and frustrating work environment. Here are some of the key issues I experienced:
If you come across a job posting from AGT, I strongly advise you to think twice before applying.",7,0,
681b862a373a64c41faa4c0d,"লেবাসের আড়ালে একটা বেঈমান, বেঈনসাফি প্রতিষ্ঠান",Eximus Technology,Negative,"যখন কাজের খুব প্রেশার তখন কর্মী নেয় এরপর সুযোগ বুঝে কাজ শেষ হলে বিভিন্ন পারফর্মেন্স ইস্যুর কথা বলে কর্মীকে না করে দেয়। লেবাস দেখে কারো সাথে চুক্তি করবেন না। অবশ্যই তাঁরা যা করেছে এর ফল পাবে। আল্লাহর কাছে বিচার দিলাম এই জন্যই বিস্তারিত উল্লেখ করিনি। ইনশা আল্লাহ আমার অধীনে কেউ কাজ করলে তাঁদের সাথে বেঈমানি, বেইনসাফি করবো না।",0,0,
681b8153ab0021101b39040a,Devops Engineer,Gakk media,Negative,এইটার এম ডি একটা চামার। প্রজেক্ট ম্যানেজমেন্টের এর আইডিয়া নাই সফটওয়্যার কি জিনিস। টাকা ভালভাবে দেয়। এমডির ভাল্লনা লাগলে যত এক্সপার্ট হউ লাভ নাই।,2,0,
681b8007ab0021101b3902f3,Worst workplace,Codemen Solutions Ltd BD,Negative,,2,1,
681b7ddcab0021101b39014f,Great for culture,Brain Station 23 PLC,,"If you are a dev & need mental peace, go for bs23. Forget the salary.",7,1,
681b7da1ab0021101b390134,Recruit and fire. Forced and unpaid overtime. Delay and unpaid payment.,Edutech BD Limited (Freelancehub BD Limited),Negative,"Recruit employees as intern. Keep them motivated to do overtime. If you don't, they sack you (without notice) and pay no salary. Recruit new interns and cycle goes on. Their motivations include, ""increment after three months"", ""client agreed to pay after prototype delivery"", ""funding on the way"", ""will give share on profit"" etc. Receive salary by the end of next month (if lucky) or with even more delay. Sales team is the biggest victim. First, attend office hours, then go to field work by evening and attend online client meetings by night.
If you have been sacked, forget your salary. You may call and message the CEO, CTO again and again. And after loads of messages and calls, if they respond all you'll hear is, ""next week/month."" Funny part, they even play games internally. CEO tells CTO, ""no fund in bank"" each month. And CTO downloads free Theme Forest items but gets the payment from CEO. CTO seems employee friendly, pretends all fault goes to the CEO and keeps you constantly motivated even by saying, ""I personally take responsibility of your increment/salary/promotion"". Just wait till that time comes or you resign or be sacked. Friendly big bro vide {transform:rotate(180deg)}.",1,0,
681b7cc7147d6c8f5c725f4a,Good in the past now the worst,Techvillage,,Eto baje obostha chilo na aga but ekhn eto toxic. 12 jon employee manage korte  ki hr lage. tao vlo manage kor . hr ke jai asked kora hoi kichui jane na . emn obostha. r salary bole month er 20-20 but ekhn 5 tarikh hoye jai khorbor nai . tao dei na full . khub e toxic. asha kori ei obostha overcome korbe konodin . CEO er vul decision shudhrabe.,2,0,
681b7ac7147d6c8f5c725e64,"Fraud CEO Hafiz, escaped without paying all workers Salary",Joy Technology Limited.,Negative,"Beware of this fraudulent company.
CEO Hafiz escaped without clearing employee salaries.
All workers have 5–6 months of unpaid dues.
No transparency in management or finances.
Employees were overworked and underpaid.
No proper HR or grievance redressal system.
Sudden shutdown without any notice.
Team morale was constantly low.
Clients left due to poor service and broken promises.
Multiple legal issues are still pending.
Absolutely not recommended for job seekers or clients. Avoid at all costs.",0,0,
681b5395bc545ab90f4a9874,"জঘন্য কর্মপরিবেশ, অতিরিক্ত কর্মঘন্টা, চামার কান্ট্রি ডিরেক্টর",FRIENDS CORP.,Negative,"আমিসিনিয়রসফটওয়্যারইঞ্জিনিয়ারহিসেবেজয়েনকরি।যদিওরিমোটজবএবংতাদেরজবসার্কুলারেলেখাথাকে""Work-life balance""কিন্তুপ্রত্যেকদিনকাজকরালাগে১৩-১৪ঘন্টা।উইকেন্ডেওপ্রায়ইকাজকরালাগে।
রিজিওনালডিরেক্টরেরব্যবহারজঘন্য,মানুষহিসেবেকাউকেগণ্যকরেনা।
প্রতিনিয়ত""Hiring & Firing""চলতেথাকে।ছুটিরসংখ্যাখুবইকম
দুইদিনপরপরনতুননতুনHRপলিসিইমপ্লিমেন্টকরে
বিশেষপ্রয়োজনেচাইলেওছুটিদেয়না।
My experience as a Senior Software Engineer at my current company, Friends Corps, has been the best compared to all my previous workplaces. I’m truly satisfied with my role here.
When it comes to management, I have to highlight Mohammad Monir Hossain, the Country Director of Bangladesh. He is the best boss I’ve ever had — not just a leader, but one of the greatest mentors in my life.",1,4,
681b4dc5bc545ab90f4a96d2,"They don’t hire employment, they hire people for slavery with the lowest of wage possible.",Sparktech Agency / Bd Calling IT,Negative,"This company thrives on under paid workers working overtime just for a dream to be software engineer, women are paid less than men and when this topic arises they say ""A man has families to take care of..."", they make you work on a single off day of the week making their employees work almost 30 days of a month, no leave on emergency even if you do take one you'll have to fullfil it by working on your off days, even if you take one of your rightful off days they corner you and make you feel guilty for taking one, 24/7 comparison culture ""Ei Bhaia 20 din Tana kaj koreche..."" etc etc, the HRs Tarikul and new one have the rudest of behaviour, even the washrooms are not clean, if you resign for any emergency purpose such as health degradation they will with hold your salary and cut it from the previous work days. MENTALLY TAXING job",0,1,
681b499fbc545ab90f4a956a,Fraud Company,Brac IT Service Ltd.,Negative,They hire for Java Spring Boot. After join they force there employee to work in Groovy Grails project. They fraud there employee. This Groovy Grails is garbage project.,5,0,
681b45d5bc545ab90f4a940a,Discrimination at its worst,Mind Orbital Technologies Ltd,Negative,"১) যতদিন এই কোম্পানিতে আপনার ভ্যালু আছে আর আপনি যদি ভালো চাটতে পারেন, আপনার ভালো পরিমাণে স্যালারি ইনক্রিমেন্ট হবে।
২) যদি লম্বা সময়ের জন্য অসুস্থ হন, সেই মাসে অন্যরা স্যালারি পেলেও আপনি দেরিতে পাবেন, হয়তো পাবেন না, বলবে পরের মাসে মিলিয়ে দিবে।
৩) প্রজেক্ট ম্যানেজার জানেই না কিভাবে প্রজেক্ট ম্যানেজ করতে হয়। সে মূলত বসের তেল ম্যানেজার। তাকে একটা প্রজেক্টের ক্রাইটেরিয়া রিকোয়ারমেন্ট সম্পর্কে জিজ্ঞেস করলে সিনিয়র ডেভেলপারের সাথে কথা বলতে বলে। প্রজেক্ট/কাজ সম্পর্কে কিছু জিজ্ঞেস করলেই অন্য কারোর কাছে যেতে বলে।
৪) আপনি লিভ নিতে পারবেন না। আপনার লিভ নামে মাত্র। আপনি লিভ জমায় রাখলেও তার বিনিময়ে কোনো বোনাস পাবেন না। যা লিভ জমায় রাখবেন, বছর শেষ, ছুটিও শেষ।
৫) স্যালারি দেওয়া হয় বৈষম্য করে। যাকে কোম্পানির ওই মুহূর্তে বেশি প্রয়োজন সে সবার আগে স্যালারি পায়। কোম্পানিতে সবাই কম বেশি কন্ট্রিবিউট করে, কিন্তু স্যালারি সমানভাবে পায়না। কোনো কোনো মাসে আবার কেউ ৫০% পায়, কেউ ১০০%, কেউ বা ০%।
৬) অনেক প্রজেক্ট ডেড হয়ে গেসে বাজে ম্যানেজমেন্টের কারণে, নিজেদের কোর প্রজেক্টগুলোও এখনো সাকসেসফুল না।
৭) কোম্পানির এইচ আর একটা ডামি। নামের এইচ আর, কোনো কামের না। এমনকি তাকে এসাইন করা সামান্য কাজগুলোও সে ঠিকভাবে করে না।
মোট কথা, নিজের জীবনের গোয়া মারতে চাইলে, You're most welcome to MoT",0,0,
681b3c38bc545ab90f4a8e1b,Worst Workplace Ever,Bit Mascot Pvt Limited,Negative,"Pros
Nothing special to work here. Mr. Ashiq who will abuse you saying bad words. That's how a educative cheif representative behaves, too much work load. Their another employee line manager tasnia also in a same category.
Cons
Don't expect too much from here, if you are fresher and quickly wants to learn how to take excessive workload then join here and after 6 months leave company as soon as possible. They will crunch your life like paper. Sometimes you need to work on weekend, and they don’t pay for that. Ashiq is a nightmare for bit mascot.
Advice to Management
1. Resign tasnia and ashiq from here
2. Try to get some rules from HR that brings life to the employee
3. Try to appoint employee by their skill not nepotism
4. Don't make life hell of the employee
5. Try to give competitive salary
6. Try to maintain scheduled work time employees are human not computer to work more than duty time
7. Don't pressurize dev or QA team to finish the work that is impossible to do
8. Give extra pay if your working more.
9. Try to make healthy work culture.",0,0,
681b3b6abc545ab90f4a8d96,Pathetic Workplace,Xeon Technology Limited,Negative,"At Xeon Technology, employees have to work 6 days a week, yet the salary they offer is quite low. Despite having 1.5 years of experience, they offered me only 20,000 BDT. They seem to be looking for a developer or QA at a cheap rate, and as a result, the quality of their work reflects that.",0,0,
681b35bdbc545ab90f4a8a76,Waste Of Time,WellDev,Negative,"একটা কোম্পানির হায়ারিং কেনো তিনমাস ধরে হয় এইটা এক অদ্ভুত ব্যাপার। কারো হাতে অঢেল সময় কোনো কাজে আসছে না ধরে নিয়ে যদি এপ্লাই করে তাহলে এই প্রোসেসের সাথে সে আগাতে পারবে।তারপর MCQ, First Technical, Second Technical রাউন্ড পাস করে ফাইনাল রাউন্ড দেয়ার ২০ দিন পর যখন মেইল আসে required ""Technical Ability"" meet করতে পারে নাই তাহলে অবশ্য অঢেল সময় থাকলেও কিছুটা মন খারাপ হতে পারে।এছাড়া ফাইনাল রাউন্ডের কোড judge করতে আসা দুইজন এমপ্লয়ি যখন কোশ্চেনই ঠিকমতো জানে না, কোশ্চেন নিয়ে আসার প্রয়োজনীয়তাও বুঝে না তখন মহা জাজমেন্ট করবে এইটাও নিশ্চিত হয়ে যাওয়া যায়। কোড রিভিউ টাইমে এমপ্লয়ির রুড বিহেভ নিশ্চিত করে তাদের প্রোফেশনালিজম।",1,5,
681b34b7bc545ab90f4a89f3,সেখানে কোনো ধরনের মানসিক শান্তি বলতে কিছুই নেই। পুরোপুরি টক্সিক একটি পরিবেশ।,Bdtask Ltd,Negative,"১।পুরোকোম্পানিতেমাত্রএকজনপ্রজেক্টম্যানেজার, আগে যিনি ছিলেন তাকে এই বলে তাড়িয়ে দেয়া হয়েছে যে:–আপনি ডেভেলপারদের কে মুখের উপর কিছু বলে থামাতে পারেন না ?,তারা তাদের চাওয়া নিয়ে আমাদের কাছে আসে কিভাবে ...!
২।দিনে১০–১৫বারমালিক ডেভেলপার রুমেআসবেএবংআপনারপিছনেদাঁড়িয়ে থাকবে–কেকীকরছেসেটাদেখারজন্য।
৩।কোনোধরনেরসুযোগ-সুবিধানেই,আরযেগুলোআগেছিলসেগুলোওধীরেধীরেবন্ধকরেদিচ্ছে।
৪।তাদেরকাছেবিন্দুমাত্রটেকনোলজিরজ্ঞাননেই।কেকীকাজকরবে,তারওকোনোধারণানেই।
৫।আরবেতন!আপনিযদিএকটুঅভিজ্ঞহন,তাহলেশুনবেন: ""এততারাতারিএতবেতনদিয়েকীকরবেন?""
৬।শেষকয়েকমাসধরেসময়মতোবেতনদিতেপারছেনা।অথচতারাবলে,তাদেরনাকি৬মাসেরব্যাকআপরেডিআছে।
৭।ম্যানেজমেন্টেরলোকজনবাইরেথেকেজুতাপরেসরাসরিভেতরেঢুকেপড়ে,যেখানেডেভেলপাররাখালিপায়েহাঁটে।
৮।ইনক্রিমেন্টহয়বেসিকের১০%,সর্বোচ্চ৩হাজারটাকা।কারণ, ""আপনিতোসারাদিনবসেথাকেন,কিছুইকরেননা।""
৯।দু-একজনগোয়েন্দানিয়োগদিয়েছে –কেকীকরছেদেখারজন্য।এবংম্যানেজমেন্টকেজানানোরজন্য।
১০।অফিসেLinkedIn,Quoraএমনকিসবলার্নিংসাইটওনিউজসাইটআইপিথেকেব্লককরেরাখাহয়েছে।কারণ, ""আপনাকেশেখারজন্যবেতনদেওয়াহয়না।""
১১।আপনিএকটুবিশ্রামেরদরকারহলেওযেতেপারবেননা অথবা ব্রেক নিতে পারবেন নাফিঙ্গারপ্রিন্টছাড়া যেখানে সরকারী নিয়মে প্রতি ৮ ঘন্টায় ৩০ মিনিট ব্রেক এর কথা বলা আছে ।কারণ, ""চীনআরআমেরিকারজায়ান্টকোম্পানিগুলোওতোকাজেরদিকেইবেশিফোকাসকরে, তারা সারাদিন রেস্ট করলে এত বড় হতে পারতো না ।""
১২।নামাজকিংবাঅন্যকোনোপ্রার্থনারজন্যওযেতেহলেফিঙ্গারপ্রিন্টদিয়েযেতেহবে।কারণ, ""নামাজেরজন্যতোআপনাকেপেমেন্টদেওয়াহয়না।"" এদিকে মালিক নিজে মুসলমান, কিন্তু কখনো নামাজ পড়তে দেখা যায় না।
১৩।সবসময়২মাসেরনোটিশপিরিয়ড;শুধু দুইঈদেরআগেসেটা১মাস,আরকখনোকখনোএকইদিনেইআপনারশেষদিনঘোষণাকরবে –যাতেবোনাসনাদিতেহয়।
১৪।আপনাকেশুনতেহবে: ""আপনিফাঁকিবাজ,কারণআপনিসুযোগপেয়েমাথায়উঠেছেন।""অথচআপনিওই সপ্তাহেইজয়েনকরেছেন।
১৫।রোজারমাসের মত বরকতের মাসেওশেষদিনেআপনাকেশুনতেহবে: ""এইমাসআসলেইআমারলসশুরুহয়েযায়।আপনাদেরবোনাস,স্যালারি –কিন্তু আপনারাকোনোকাজকরেননা।শুধুআসেনআরচলেযান।""
১৬।যদিবস্তিএলাকায়বিদ্যুৎনাথাকারঘোষণাআসে,তাহলেরাত৭–৮টারপরটেলিগ্রামেমেসেজআসবে: ""কালকেরঅফিসদুপুর১টাথেকেরাত১০টা।""
১৭।কোনোসপ্তাহেসরকারীছুটিপড়লেএবংওইসপ্তাহে৫দিনেরকমওয়ার্কিংডেহওয়ারসম্ভাবনাথাকলে –ওইসরকারীছুটিরবদলেপরেরকোনোশনিবারঅফিসনিতেহবে। কারণ ""একসাথে এতদিন ছুটি দিলে কোম্পানি চলবে কিভাবে"", উল্লেখ্য, ""একসপ্তাহেএকবারশনিবারছুটি,আরেকশনিবারঅফিস।""আরবলবে:– ""বাবুরেসরকারকিটাকাদেয়আমাকে,যেতাদের কথামতোছুটিদিতেথাকব?""
১৮।আপনিচাইলেইছুটিনিতেপারবেননা।কারণ, ""আমাদেরইচ্ছা।মনচাইলেদেব,নাচাইলেআপনারটাকাকাটাযাবে।আপনারকেউমারাগেলেওআমাদেরকিছুযায়আসেনা।""
১৯। যদিও বলা আছে ""স্যালারি ৭-১০ তারিখের মধ্যে হবে"", সেটা এখন১৫ তারিখ পেরিয়ে ২০-২২ তারিখে গিয়ে ঠেকেছে।
২০। সিক লিভ মাসে মাসে একটা করে আনলক হবে, সুতরাং আপনি জানুয়ারি তে ১ দিনের বেশি ও ফেব্রুয়ারি ২ দিনের বেশি অসুস্থ হতে পারবেন না, কারণ আপনার উচিৎ ছিল অসুস্থতাকে বলা ""যে তুমি মাস হিসাব করে যতদিন হয় এর থেকে বেশি আমার কাছে আসতে পারবে না।"" , একই হিসাব ক্যাজুয়াল ছুটিতেও।
২১। পুরাতন HR চলে যাওয়ার পর HR পদের জন্য তারা কোন লোক খুঁজে না পেয়ে অবশেষে সাইবার সিকিউরিটির লোক কে সেখানে বসিয়ে, ফলাফল যা হওয়ার তাই হয়েছে, এসেই
২২।সবকিছুরশেষকথা:– ""আমরাআপনাকেটাকাদিই।আমরাযাবলব,আপনাকেতাই করতেহবে, টু শব্দ করা যাবে না""",2,0,
681b2f7fbc545ab90f4a8678,থিঙ্ক টোয়াইস বিফোর জয়েন হেয়ার,SIMEC System Ltd,Negative,"cons -১. ১০ ঘন্টা অফিস।২. ওভার প্রাইস লাঞ্চ ,কোয়ালিটি বাজে।৩. স্যালারি হতে হতে পরের মাসের ২০ তারিখ হয়।৪. কাজের চেয়ে 'এম ডির' পোস্টে লাইক কমেন্ট এর বেশি প্রাধান্য দেয়া হয়।pros -১. ডেভেলপার ফ্রেন্ডলি এন্ড ফ্লেক্সিবিলিটি আছে।",0,0,
681b2d3bbc545ab90f4a84e2,Company culture very good but Salary structure is less than Poor,Shikho Technologies,,"Good Work life balance
Hybrid
Super friendly coworkers and senior
Slow career growth
Starting salary is very much low and increment is also very poor.Company management treats engineers as other corporate workers",0,2,
681b2cccbc545ab90f4a8494,Company name means a lot,Fair Group (all SBU),Negative,"In a single word, everything is Unfair in Fair Group.",0,0,
681b2866bc545ab90f4a812b,"BRAC IT: Nepotism (স্বজনপ্রীতি), হয়রানি ও বিষাক্ত পরিবেশ",BRAC IT,Negative,"BRAC IT  এখন পুরোপুরি এক ধরনের শিট হোল হয়ে গেছে।তপু আর মিনহাজ দুই CTO, একে অপরের শত্রু, কাজ তো কিছু না, শুধু রাজনীতির খেলা— ঠকানো...দুইজন CTO তাদের পছন্দসই লোকদের নিয়ে এসে কোম্পানির অবস্থা নষ্ট করে ফেলেছে। তারা কাজের কোন জ্ঞান না থাকা সত্ত্বেও পাহাড়সম টাকা পাচ্ছে। আর যাদের আসলেই কাজ জানে, তাদের কম টাকা দেওয়া হয় এবং নানা ভাবে হয়রানি, অসম্মান করা হয়। যখন বেতন বাড়ানোর কথা আসে, তখন নানা অযুহাত খোঁজা হয়।আর এখানে  Nepotism (স্বজনপ্রীতি) চলছে, তা বলার অপেক্ষা রাখে না—ভাই, বন্ধু, বোন, স্ত্রী, দুলাভাই, শশুর কি নাই এখানে!",8,1,
681b27bdbc545ab90f4a80a0,সবচাইতে বাজে রিভিউ পাওয়া কোম্পানিগুলোর মধ্যে একটি,Orangetoolz,Negative,স্ক্যাম করে কোম্পানিতে ঢুকিয়ে ইনক্রিমেন্ট করেনা। স্যালারি র‍্যাঞ্জ খুবই বাজে। ফেসবুকে সার্চ দিলে বোঝা যায় এর চাইতে বাজে কোম্পানি আর হতে পারেনা। একটা কামলা কোম্পানি।,3,0,
681b21febc545ab90f4a7bc2,Where Innovation Meets Work-Life Balance,welldev,,"welldev offers a top-notch global work environment. Timely salary disbursement, flexible hours, and a culture of innovation and respect make it a great place to grow. The team is collaborative, the leadership is supportive, and the overall vibe is professional yet friendly.",0,14,
681b1d6dbc545ab90f4a7ade,মুসলিম ভাই বোনদের BRAC IT তে না যাওয়াই উত্তম,BRAC IT,Negative,"সুদের প্রোডাক্ট বানাতে হয়। অযোগ্য CTO যিনি সারাক্ষণ অন্যের কাজের ভুল ধরায় ব্যস্ত থাকেন। নাস্তিক লোকজনে ভরপুর। ব্যাংক ও microfinance product ছাড়া আর কোনও প্রোডাক্ট নাই।
#boycott_brac",5,4,
681b131bbc545ab90f4a7995,বাংলাদেশের অভাবী মানুষের জীবনের সমস্যা বিক্রি করাই এদের মূল বিসনেস,ME SOLshare Ltd,,"বাংলাদেশের অভাবী মানুষের জীবনের সমস্যা বিক্রি করাই এদের মূল বিসনেস, কিন্তু অদতেও এরা কোন সমস্যা সমাধান করেনা, আমার কনসার্ন ঠিক এখানে
সুবিধা :
Here’s the thing: they’re all about selling the struggles of the needy folks in Bangladesh, but guess what? They don’t actually solve any problems. And that’s what really gets my goat.
Here are some notable advantages of working at this company:",3,0,
681b12d7bc545ab90f4a798c,One of the best work culture in BD,weDevs,,"You will find one of the best office cultures in BD. Islamic vibes are everywhere, no complaints on salary disbursement time, work hours are flexible, enough leaves, and many pros.",1,0,
